iata,icao,airline
IW,WON,Wings Air
,WAT,Wings Air Transport
,WAW,Wings Airways
,WOL,Wings Aviation
,WEX,Wings Express
,WLB,Wings of Lebanon Aviation
,WIN,Winlink
,WAG,Wisconsin Air National Guard
,WSM,Wisman Aviation
8Z,WVL,Wizz Air Bulgaria
W6,WZZ,Wizz Air
W4,WMT,Wizz Air Malta
W9,WUK,Wizz Air UK
,WNR,Wondair on Demand Aviation
,CWY,Woodgate Aviation
WO,WOA,World Airways
,XWW,World Weatherwatch
,WWM,World Wing Aviation
UI,CSW,SW Italia
,WWS,Worldwide Aviation Services
,WWI,Worldwide Jet Charter
,WRT,Wright Airlines
8V,WRF,Wright Air Service
,CWU,Wuhan Airlines
,WYC,Wycombe Air Centre
,WYG,Wyoming Airlines
KW,WAN,Wataniya Airways
WR,WEN,WestJet Encore
,XJE,X-Jet
,XAB,Xabre Aerolineas
,XAE,Xair
,XJC,XJC Limited
,XER,Xerox Corporation
7A,XRC,Express Air Cargo
MF,CXA,Xiamen Airlines
,CXJ,Xinjiang Airlines
,XJT,Xjet Limited
SE,SEU,XL Airways France
,XOJ,XOJet
,XPS,XP International
XN,XAR,XpressAir
,DGA,Yellow River Delta General Aviation
,AKY,Yak-Service
,YAK,Yakolev
YL,LLM,Yamal Airlines
,CYG,Yana Airlines
,AYG,Yangon Airways
Y8,YZR,Suparna Airlines
,LYH,Yankee Lima Helicopteres
,MHD,Yas Air Kish
Y0,EMJ,Yellow Air Taxi/Friendship Airways
,ELW,Yellow Wings Air Services
IY,IYE,Yemenia
,ERV,Yerevan-Avia
YT,NYT,Yeti Airlines
,YFS,Young Flying Service
,AYU,Yuhi Air Lines
,AYE,Yunnan Yingan Airlines
,UGN,Yuzhnaya Aircompany
2N,UMK,Yuzhmashavia
,BZE,Zenith Aviation
,AZJ,Zas Air
,AZR,Zenith Air
,CIT,Zanesville Aviation
,EMR,Zenmour Airlines
,GZQ,Zagros Air
C4,IMX,Zimex Aviation
,IZG,Zagros Airlines
,JTU,Zhetysu
,KVZ,Z-Aero Airlines
,KZH,Zhez Air
,MBG,Zephyr Aviation
,MLU,Zracno Pristaniste Mali Losinj
,MZE,Zenith Aviation (Malta)
,ORZ,Zorex
,PZY,Zapolyarye Airline Company
,RZR,Zephyr Express
,RZU,Zhersu Avia
,SYZ,Zil Air
,ZAI,Zaire Aero Service
,ZAR,Zairean Airlines
,ZAV,Zetavia
,ZAW,Zoom Airways
,ZMA,Zambezi Airlines
,RZV,Z-Avia
Q3,MBN,Zambian Airways
,ZAN,Zantop International Airlines
,ZAS,ZAS Airlines of Egypt
,CJG,Zhejiang Airlines
,CFZ,Zhongfei General Aviation
,CYN,Zhongyuan Aviation
3J,WZP,Zip
ZG,TZP,Zipair Tokyo
Z4,OOM,Zoom Airlines
